-1 0.5 109802727-24753550|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 6 0 36 0 0 10 120 0 0 1 0 48 0 0 0 0 0 41 0 474 0 18 7 190 0 2 2 0 6 44 5 0 34 100 0 9 |s_p 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 16058 0 426 0 0 402 0 20 24 9748 9440 153 289 243 65 27681 685 516 223 180 1875 1579 305 33 22 170 254 9790 178 74445 8868 8451 168 188 23 152 |f_s Worked  5894 II 
-1 0.5 100014756-204994380|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 1 0 65 0 1 3 34 0 0 3 0 92 0 0 0 0 2 19 0 474 1 4 4 115 0 0 3 1 7 95 0 0 16 51 0 2 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 355 0 16 0 0 1 0 1 2 74 137 5 0 2 4 331 6 4 0 4 9 34 37 5 0 1 3 96 2 1064 118 98 1 1 3 24 |f_s Worked 96ndj9s 6431 V 
-1 0.5 109802727-199673721|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 6 0 36 0 0 10 120 0 0 1 0 48 0 0 0 0 0 41 0 474 0 18 7 190 0 2 2 0 6 44 5 0 34 100 0 9 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 16058 0 426 0 0 402 0 20 24 9748 9440 153 289 243 65 27681 685 516 223 180 1875 1579 305 33 22 170 254 9790 178 74445 8868 8451 168 188 23 152 |f_s Worked  5894 II 
1 1.5 12633543-152427822|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 3 0 0 0 0 0 27 0 0 3 0 0 0 |s_p 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 130 0 4 0 0 0 0 4 4 188 156 4 3 1 5 297 1 6 3 6 7 22 12 2 0 3 0 69 2 789 118 72 1 0 1 1 |f_s Worked  6794 IV 
-1 0.5 12633543-45365654|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 3 0 0 0 0 0 27 0 0 3 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1112 0 44 0 0 8 0 6 8 698 889 19 7 13 23 2749 41 69 5 16 69 167 64 6 5 14 14 963 15 6074 675 897 40 14 12 17 |f_s Worked  11406 V 
-1 0.5 12633543-303825579|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 3 0 0 0 0 0 27 0 0 3 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1112 0 44 0 0 8 0 6 8 698 889 19 7 13 23 2749 41 69 5 16 69 167 64 6 5 14 14 963 15 6074 675 897 40 14 12 17 |f_s Worked  11406 V 
1 1.5 12633543-49751238|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 3 0 0 0 0 0 27 0 0 3 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 335 0 13 0 0 5 0 6 7 260 266 8 0 2 20 766 4 22 1 8 12 64 43 3 9 12 2 335 8 1825 205 165 2 0 5 12 |f_s Worked  5533 IV 
-1 0.5 100014756-345651910|u_i 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 1 0 65 0 1 3 34 0 0 3 0 92 0 0 0 0 2 19 0 474 1 4 4 115 0 0 3 1 7 95 0 0 16 51 0 2 |s_p 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 |i_c 6463 0 210 0 0 119 0 11 13 3564 3597 96 67 63 55 10248 203 279 61 103 564 837 216 25 14 83 69 3283 105 28310 3353 3368 91 71 30 82 |f_s Worked 96negmu 4370 V 
-1 0.5 109059613-203053714|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 162 0 0 2 5 0 0 0 0 1 25 0 0 0 85 0 2 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 488 0 26 0 0 12 0 9 26 510 371 21 3 8 29 1146 20 38 8 28 47 154 116 15 12 9 7 406 13 3393 583 369 16 5 8 35 |f_s Worked  3368 II 
-1 0.5 109059613-49002319|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 162 0 0 2 5 0 0 0 0 1 25 0 0 0 85 0 2 |s_p 4 1 6 78 12 0 1 8 1 0 0 0 5 12 1 1 0 0 10 0 0 0 0 2 0 17 27 1 1 2 0 0 1 0 1 0 |i_c 488 0 26 0 0 12 0 9 26 510 371 21 3 8 29 1146 20 38 8 28 47 154 116 15 12 9 7 406 13 3393 583 369 16 5 8 35 |f_s Worked  3368 II 
-1 0.5 101821448-177793205|u_i 0 0 0 0 0 4 0 0 0 0 0 0 1 0 8 0 1 4 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 |y_h 0 4 48 0 4 0 19 0 0 2 14 91 0 0 0 0 37 9 0 380 9 0 2 107 1 0 2 2 6 91 0 0 40 36 7 0 |s_p 1 0 1 10 0 0 1 6 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 |i_c 2147 0 120 0 0 12 0 15 5 626 658 15 2 9 36 1865 21 59 13 9 63 264 145 7 12 19 8 689 19 6262 432 518 21 4 9 85 |f_s Worked 95mbjdg 5468 IV 
-1 0.5 109802727-150673446|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 6 0 36 0 0 10 120 0 0 1 0 48 0 0 0 0 0 41 0 474 0 18 7 190 0 2 2 0 6 44 5 0 34 100 0 9 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 17028 0 375 0 0 296 0 32 35 10212 10272 198 193 260 87 29247 654 572 223 187 1570 1627 305 30 22 157 166 8861 231 79574 10156 10114 184 228 33 121 |f_s Worked 99ctkbn 5399 II 
-1 0.5 109802727-194600403|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 6 0 36 0 0 10 120 0 0 1 0 48 0 0 0 0 0 41 0 474 0 18 7 190 0 2 2 0 6 44 5 0 34 100 0 9 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1085 0 25 0 0 32 0 1 3 922 1086 19 44 30 6 2834 59 46 26 16 180 133 24 1 3 18 13 879 18 7000 939 869 10 16 2 7 |f_s Worked 99ctk9b 10049 V 
-1 0.5 109802727-306840952|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 6 0 36 0 0 10 120 0 0 1 0 48 0 0 0 0 0 41 0 474 0 18 7 190 0 2 2 0 6 44 5 0 34 100 0 9 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 3 0 0 0 0 0 0 0 0 5 27 0 0 1 0 69 3 6 0 0 5 6 1 0 0 4 2 30 1 92 5 12 1 0 0 1 |f_s Worked  10418 II 
-1 0.5 100739273-223697406|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 1 0 28 1 0 0 0 0 0 0 1 39 0 0 0 0 12 1 1 201 0 1 1 28 0 0 0 9 0 90 0 0 0 30 1 0 |s_p 0 0 0 7 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 |i_c 2729 0 144 0 0 41 0 27 23 1829 2066 55 23 22 102 6370 77 198 25 47 189 518 308 31 41 67 40 2312 64 14357 1611 1992 67 15 34 127 |f_s Worked  3472 IV 
1 1.5 100739273-72220250|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 1 0 28 1 0 0 0 0 0 0 1 39 0 0 0 0 12 1 1 201 0 1 1 28 0 0 0 9 0 90 0 0 0 30 1 0 |s_p 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 2729 0 144 0 0 41 0 27 23 1829 2066 55 23 22 102 6370 77 198 25 47 189 518 308 31 41 67 40 2312 64 14357 1611 1992 67 15 34 127 |f_s Worked  3472 IV 
-1 0.5 100739273-72220250|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 1 0 28 1 0 0 0 0 0 0 1 39 0 0 0 0 12 1 1 201 0 1 1 28 0 0 0 9 0 90 0 0 0 30 1 0 |s_p 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 2729 0 144 0 0 41 0 27 23 1829 2066 55 23 22 102 6370 77 198 25 47 189 518 308 31 41 67 40 2312 64 14357 1611 1992 67 15 34 127 |f_s Worked  3472 IV 
-1 0.5 107372875-249986660|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1927 0 73 0 0 47 0 12 8 1122 1031 29 11 26 19 3022 70 96 20 50 164 309 76 11 3 27 31 1115 42 8544 1140 876 27 13 4 35 |f_s Worked 99cpisa 3252 I 
-1 0.5 107372875-85095865|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1927 0 73 0 0 47 0 12 8 1122 1031 29 11 26 19 3022 70 96 20 50 164 309 76 11 3 27 31 1115 42 8544 1140 876 27 13 4 35 |f_s Worked  3252 I 
-1 0.5 107372875-361610290|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 17028 0 375 0 0 296 0 32 35 10212 10272 198 193 260 87 29247 654 572 223 187 1570 1627 305 30 22 157 166 8861 231 79574 10156 10114 184 228 33 121 |f_s Worked 99cpis1 5399 I 
-1 0.5 107372875-395150862|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1927 0 73 0 0 47 0 12 8 1122 1031 29 11 26 19 3022 70 96 20 50 164 309 76 11 3 27 31 1115 42 8544 1140 876 27 13 4 35 |f_s Worked 99cpisn 3252 I 
-1 0.5 107140956-26750896|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 1 19 0 1 0 11 0 0 0 2 13 0 0 0 0 15 0 0 115 7 0 0 76 5 0 0 6 0 16 0 0 46 5 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 63 0 8 0 0 0 0 1 1 38 44 2 0 0 7 193 1 24 0 9 1 43 12 0 0 9 1 81 5 452 99 68 10 0 6 4 |f_s Worked  11750 V 
-1 0.5 107372875-64271748|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 5196 0 190 0 0 83 0 11 12 2353 2612 90 29 95 40 7751 220 209 38 79 456 734 149 9 17 55 90 2824 85 21397 2327 2315 69 35 12 78 |f_s Worked  5271 I 
-1 0.5 107372875-346463925|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1048 0 22 0 0 19 0 1 0 811 563 15 14 16 5 1675 54 37 22 12 131 111 31 3 0 12 14 625 13 5218 762 487 12 24 4 19 |f_s Worked 99nobd3 9835 I 
-1 0.5 107140956-63754833|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 1 19 0 1 0 11 0 0 0 2 13 0 0 0 0 15 0 0 115 7 0 0 76 5 0 0 6 0 16 0 0 46 5 0 0 |s_p 0 0 0 8 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 |i_c 21583 0 620 0 0 454 0 59 56 13187 12741 279 296 269 164 36746 824 796 317 275 2254 2454 619 48 50 252 283 11964 321 101376 13338 12041 223 272 55 311 |f_s Worked  1863 V 
-1 0.5 107372875-105305305|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1048 0 22 0 0 19 0 1 0 811 563 15 14 16 5 1675 54 37 22 12 131 111 31 3 0 12 14 625 13 5218 762 487 12 24 4 19 |f_s Worked 99cpi0m 9835 I 
-1 0.5 107372875-168903256|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1048 0 22 0 0 19 0 1 0 811 563 15 14 16 5 1675 54 37 22 12 131 111 31 3 0 12 14 625 13 5218 762 487 12 24 4 19 |f_s Worked 99cpi0r 9835 I 
-1 0.5 107372875-219958372|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 9 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 1324 0 48 0 0 12 0 7 7 863 569 33 4 3 31 1873 32 47 12 10 71 165 112 16 15 18 14 673 15 5277 527 631 14 15 9 52 |f_s Worked 99cpi09 10961 I 
-1 0.5 107372875-371123081|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 19 0 0 0 15 0 0 0 0 3 0 0 0 0 0 1 1 67 0 1 1 64 0 1 0 0 0 0 0 1 30 0 0 0 |s_p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |i_c 4065 0 212 0 0 66 0 50 26 2229 2380 74 42 29 193 7644 111 302 75 118 331 835 561 67 79 91 32 2522 95 19785 2838 2742 116 50 64 222 |f_s Worked 99cpis2 6344 I 
-1 0.5 109002193-131810382|u_i 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 |y_h 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 2 0 111 0 0 0 1 0 0 0 0 0 13 0 0 1 67 0 1 |s_p 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 |i_c 8730 0 255 0 0 180 0 23 21 4556 5112 76 116 119 45 15232 417 254 125 116 994 900 234 16 11 60 132 4736 87 40079 4833 5384 107 166 11 133 |f_s Worked  11279 VI 
